                                                                                                     
{'loss': 0.6931, 'grad_norm': 126.0, 'learning_rate': 0.0, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -73.44515228271484, 'logps/rejected': -77.38186645507812, 'logits/chosen': 0.7641758322715759, 'logits/rejected': 0.41689828038215637, 'epoch': 0.0}
{'loss': 0.6637, 'grad_norm': 46.5, 'learning_rate': 6.556334239849744e-05, 'rewards/chosen': -18.34003257751465, 'rewards/rejected': -23.092432022094727, 'rewards/accuracies': 0.75, 'rewards/margins': 4.752396583557129, 'logps/chosen': -247.41619873046875, 'logps/rejected': -308.2537536621094, 'logits/chosen': -1.9788649082183838, 'logits/rejected': -2.1655116081237793, 'epoch': 0.46}
{'loss': 2.1589, 'grad_norm': 88.0, 'learning_rate': 6.542271300337377e-05, 'rewards/chosen': -28.274879455566406, 'rewards/rejected': -26.36701774597168, 'rewards/accuracies': 0.0, 'rewards/margins': -1.9078598022460938, 'logps/chosen': -361.19525146484375, 'logps/rejected': -360.9787902832031, 'logits/chosen': -2.231682538986206, 'logits/rejected': -2.2228527069091797, 'epoch': 0.46}
{'loss': 1.0966, 'grad_norm': 116.0, 'learning_rate': 6.528194864635369e-05, 'rewards/chosen': -25.378997802734375, 'rewards/rejected': -25.691726684570312, 'rewards/accuracies': 0.5, 'rewards/margins': 0.3127269744873047, 'logps/chosen': -302.7818298339844, 'logps/rejected': -305.9807434082031, 'logits/chosen': -2.5760111808776855, 'logits/rejected': -2.5381805896759033, 'epoch': 0.46}
{'loss': 1.7914, 'grad_norm': 75.0, 'learning_rate': 6.514105055924538e-05, 'rewards/chosen': -32.79926300048828, 'rewards/rejected': -32.55070114135742, 'rewards/accuracies': 0.75, 'rewards/margins': -0.24856090545654297, 'logps/chosen': -407.60382080078125, 'logps/rejected': -405.88543701171875, 'logits/chosen': -2.2423887252807617, 'logits/rejected': -2.334075689315796, 'epoch': 0.46}
{'loss': 0.9777, 'grad_norm': 48.5, 'learning_rate': 6.500001997502731e-05, 'rewards/chosen': -27.164323806762695, 'rewards/rejected': -27.329984664916992, 'rewards/accuracies': 0.75, 'rewards/margins': 0.16566038131713867, 'logps/chosen': -334.34405517578125, 'logps/rejected': -341.599853515625, 'logits/chosen': -2.3614726066589355, 'logits/rejected': -2.3701839447021484, 'epoch': 0.46}
{'loss': 2.0517, 'grad_norm': 101.5, 'learning_rate': 6.485885812783739e-05, 'rewards/chosen': -25.32299041748047, 'rewards/rejected': -30.782772064208984, 'rewards/accuracies': 0.5, 'rewards/margins': 5.45978307723999, 'logps/chosen': -341.9627380371094, 'logps/rejected': -428.5722961425781, 'logits/chosen': -2.1337954998016357, 'logits/rejected': -2.3873848915100098, 'epoch': 0.47}
{'loss': 0.8961, 'grad_norm': 168.0, 'learning_rate': 6.471756625296224e-05, 'rewards/chosen': -22.735820770263672, 'rewards/rejected': -27.50271987915039, 'rewards/accuracies': 0.75, 'rewards/margins': 4.766897201538086, 'logps/chosen': -311.52734375, 'logps/rejected': -362.6189880371094, 'logits/chosen': -2.055790424346924, 'logits/rejected': -2.234586477279663, 'epoch': 0.47}
{'loss': 0.2407, 'grad_norm': 19.625, 'learning_rate': 6.45761455868263e-05, 'rewards/chosen': -34.420047760009766, 'rewards/rejected': -40.90979766845703, 'rewards/accuracies': 0.75, 'rewards/margins': 6.489748477935791, 'logps/chosen': -414.2680969238281, 'logps/rejected': -475.9681701660156, 'logits/chosen': -2.257519245147705, 'logits/rejected': -2.37107515335083, 'epoch': 0.47}
{'loss': 6.4776, 'grad_norm': 157.0, 'learning_rate': 6.443459736698105e-05, 'rewards/chosen': -36.20677947998047, 'rewards/rejected': -33.9672737121582, 'rewards/accuracies': 0.5, 'rewards/margins': -2.2395071983337402, 'logps/chosen': -432.3687744140625, 'logps/rejected': -403.130615234375, 'logits/chosen': -2.2091240882873535, 'logits/rejected': -2.2891955375671387, 'epoch': 0.47}
{'loss': 1.7097, 'grad_norm': 117.0, 'learning_rate': 6.429292283209419e-05, 'rewards/chosen': -27.03784942626953, 'rewards/rejected': -25.905927658081055, 'rewards/accuracies': 0.25, 'rewards/margins': -1.1319193840026855, 'logps/chosen': -372.0733642578125, 'logps/rejected': -350.0944519042969, 'logits/chosen': -2.0834460258483887, 'logits/rejected': -2.1183059215545654, 'epoch': 0.47}
{'loss': 2.6451, 'grad_norm': 108.0, 'learning_rate': 6.41511232219387e-05, 'rewards/chosen': -34.19249725341797, 'rewards/rejected': -34.57094955444336, 'rewards/accuracies': 0.5, 'rewards/margins': 0.378450870513916, 'logps/chosen': -428.314208984375, 'logps/rejected': -415.31939697265625, 'logits/chosen': -2.1253530979156494, 'logits/rejected': -2.0840952396392822, 'epoch': 0.47}
{'loss': 2.1192, 'grad_norm': 142.0, 'learning_rate': 6.400919977738222e-05, 'rewards/chosen': -28.5279598236084, 'rewards/rejected': -26.81955337524414, 'rewards/accuracies': 0.25, 'rewards/margins': -1.7084081172943115, 'logps/chosen': -356.1171875, 'logps/rejected': -349.0276184082031, 'logits/chosen': -2.0908079147338867, 'logits/rejected': -2.036512613296509, 'epoch': 0.47}
{'loss': 2.1466, 'grad_norm': 106.5, 'learning_rate': 6.386715374037596e-05, 'rewards/chosen': -19.39358139038086, 'rewards/rejected': -17.569984436035156, 'rewards/accuracies': 0.0, 'rewards/margins': -1.8235979080200195, 'logps/chosen': -246.0950927734375, 'logps/rejected': -227.12338256835938, 'logits/chosen': -1.7584638595581055, 'logits/rejected': -1.759040117263794, 'epoch': 0.47}
{'loss': 4.2589, 'grad_norm': 135.0, 'learning_rate': 6.372498635394388e-05, 'rewards/chosen': -23.7425479888916, 'rewards/rejected': -19.709880828857422, 'rewards/accuracies': 0.25, 'rewards/margins': -4.03266716003418, 'logps/chosen': -295.6733093261719, 'logps/rejected': -276.19677734375, 'logits/chosen': -1.685235857963562, 'logits/rejected': -1.663786768913269, 'epoch': 0.47}
{'loss': 1.0554, 'grad_norm': 50.75, 'learning_rate': 6.358269886217194e-05, 'rewards/chosen': -20.43783187866211, 'rewards/rejected': -20.53020477294922, 'rewards/accuracies': 0.25, 'rewards/margins': 0.09237313270568848, 'logps/chosen': -263.22906494140625, 'logps/rejected': -267.34375, 'logits/chosen': -1.5473518371582031, 'logits/rejected': -1.529913067817688, 'epoch': 0.47}
{'loss': 3.9426, 'grad_norm': 239.0, 'learning_rate': 6.344029251019707e-05, 'rewards/chosen': -32.06072998046875, 'rewards/rejected': -28.41283416748047, 'rewards/accuracies': 0.25, 'rewards/margins': -3.647894859313965, 'logps/chosen': -407.90557861328125, 'logps/rejected': -357.6833801269531, 'logits/chosen': -1.8184919357299805, 'logits/rejected': -1.67771315574646, 'epoch': 0.47}
{'loss': 1.0933, 'grad_norm': 59.5, 'learning_rate': 6.329776854419636e-05, 'rewards/chosen': -16.927204132080078, 'rewards/rejected': -19.94778823852539, 'rewards/accuracies': 0.5, 'rewards/margins': 3.0205841064453125, 'logps/chosen': -232.31553649902344, 'logps/rejected': -260.42138671875, 'logits/chosen': -1.525738000869751, 'logits/rejected': -1.552802324295044, 'epoch': 0.47}
{'loss': 2.3644, 'grad_norm': 128.0, 'learning_rate': 6.315512821137606e-05, 'rewards/chosen': -32.06401824951172, 'rewards/rejected': -30.14424705505371, 'rewards/accuracies': 0.5, 'rewards/margins': -1.919771671295166, 'logps/chosen': -394.21661376953125, 'logps/rejected': -373.30499267578125, 'logits/chosen': -1.779116153717041, 'logits/rejected': -1.7471332550048828, 'epoch': 0.48}
{'loss': 0.7058, 'grad_norm': 48.5, 'learning_rate': 6.301237275996082e-05, 'rewards/chosen': -13.913497924804688, 'rewards/rejected': -15.122305870056152, 'rewards/accuracies': 0.75, 'rewards/margins': 1.2088086605072021, 'logps/chosen': -200.94268798828125, 'logps/rejected': -223.89321899414062, 'logits/chosen': -1.4394488334655762, 'logits/rejected': -1.5470798015594482, 'epoch': 0.48}
{'loss': 0.7113, 'grad_norm': 30.625, 'learning_rate': 6.286950343918262e-05, 'rewards/chosen': -23.465042114257812, 'rewards/rejected': -24.68580436706543, 'rewards/accuracies': 0.75, 'rewards/margins': 1.2207608222961426, 'logps/chosen': -305.5355224609375, 'logps/rejected': -315.0805358886719, 'logits/chosen': -1.6549204587936401, 'logits/rejected': -1.6275520324707031, 'epoch': 0.48}
{'loss': 1.8148, 'grad_norm': 158.0, 'learning_rate': 6.272652149926988e-05, 'rewards/chosen': -32.07566833496094, 'rewards/rejected': -30.97646713256836, 'rewards/accuracies': 0.25, 'rewards/margins': -1.0992016792297363, 'logps/chosen': -405.3977355957031, 'logps/rejected': -389.19622802734375, 'logits/chosen': -1.756679892539978, 'logits/rejected': -1.7580026388168335, 'epoch': 0.48}
{'loss': 0.2435, 'grad_norm': 22.0, 'learning_rate': 6.258342819143659e-05, 'rewards/chosen': -23.13010025024414, 'rewards/rejected': -28.66058921813965, 'rewards/accuracies': 0.75, 'rewards/margins': 5.530487060546875, 'logps/chosen': -287.42584228515625, 'logps/rejected': -356.25482177734375, 'logits/chosen': -1.5131785869598389, 'logits/rejected': -1.5678117275238037, 'epoch': 0.48}
{'loss': 1.6205, 'grad_norm': 93.0, 'learning_rate': 6.244022476787124e-05, 'rewards/chosen': -24.334335327148438, 'rewards/rejected': -23.014053344726562, 'rewards/accuracies': 0.0, 'rewards/margins': -1.3202800750732422, 'logps/chosen': -318.32464599609375, 'logps/rejected': -307.3919677734375, 'logits/chosen': -1.4086586236953735, 'logits/rejected': -1.4327301979064941, 'epoch': 0.48}
{'loss': 0.58, 'grad_norm': 61.5, 'learning_rate': 6.229691248172599e-05, 'rewards/chosen': -24.539121627807617, 'rewards/rejected': -27.783201217651367, 'rewards/accuracies': 0.75, 'rewards/margins': 3.24407958984375, 'logps/chosen': -308.22674560546875, 'logps/rejected': -357.10760498046875, 'logits/chosen': -1.5208489894866943, 'logits/rejected': -1.552351951599121, 'epoch': 0.48}
{'loss': 1.0614, 'grad_norm': 239.0, 'learning_rate': 6.215349258710557e-05, 'rewards/chosen': -26.952735900878906, 'rewards/rejected': -27.151817321777344, 'rewards/accuracies': 0.5, 'rewards/margins': 0.1990816593170166, 'logps/chosen': -324.8452453613281, 'logps/rejected': -333.02325439453125, 'logits/chosen': -1.4644148349761963, 'logits/rejected': -1.565084457397461, 'epoch': 0.48}
{'loss': 0.5703, 'grad_norm': 78.5, 'learning_rate': 6.200996633905646e-05, 'rewards/chosen': -31.9310302734375, 'rewards/rejected': -35.14494705200195, 'rewards/accuracies': 0.75, 'rewards/margins': 3.213916778564453, 'logps/chosen': -399.911865234375, 'logps/rejected': -427.2415771484375, 'logits/chosen': -1.4686920642852783, 'logits/rejected': -1.5069658756256104, 'epoch': 0.48}
{'loss': 0.9447, 'grad_norm': 109.0, 'learning_rate': 6.186633499355576e-05, 'rewards/chosen': -25.333492279052734, 'rewards/rejected': -25.30813980102539, 'rewards/accuracies': 0.25, 'rewards/margins': -0.025356531143188477, 'logps/chosen': -313.1433410644531, 'logps/rejected': -317.3480529785156, 'logits/chosen': -1.4463000297546387, 'logits/rejected': -1.420731782913208, 'epoch': 0.48}
{'loss': 4.4517, 'grad_norm': 106.5, 'learning_rate': 6.172259980750023e-05, 'rewards/chosen': -41.15935516357422, 'rewards/rejected': -39.21204376220703, 'rewards/accuracies': 0.5, 'rewards/margins': -1.9473133087158203, 'logps/chosen': -520.835205078125, 'logps/rejected': -490.9058532714844, 'logits/chosen': -1.4992523193359375, 'logits/rejected': -1.4887317419052124, 'epoch': 0.48}
{'loss': 0.2518, 'grad_norm': 31.875, 'learning_rate': 6.157876203869546e-05, 'rewards/chosen': -28.516128540039062, 'rewards/rejected': -32.53048324584961, 'rewards/accuracies': 1.0, 'rewards/margins': 4.014355659484863, 'logps/chosen': -351.9686279296875, 'logps/rejected': -387.47589111328125, 'logits/chosen': -1.4901601076126099, 'logits/rejected': -1.590571403503418, 'epoch': 0.48}
{'loss': 2.2245, 'grad_norm': 105.5, 'learning_rate': 6.143482294584459e-05, 'rewards/chosen': -34.814170837402344, 'rewards/rejected': -32.857051849365234, 'rewards/accuracies': 0.25, 'rewards/margins': -1.9571189880371094, 'logps/chosen': -439.366455078125, 'logps/rejected': -417.839599609375, 'logits/chosen': -1.5051536560058594, 'logits/rejected': -1.5137102603912354, 'epoch': 0.49}
{'loss': 1.3619, 'grad_norm': 216.0, 'learning_rate': 6.129078378853748e-05, 'rewards/chosen': -39.484195709228516, 'rewards/rejected': -40.255836486816406, 'rewards/accuracies': 0.5, 'rewards/margins': 0.7716388702392578, 'logps/chosen': -480.9803161621094, 'logps/rejected': -499.05242919921875, 'logits/chosen': -1.6687896251678467, 'logits/rejected': -1.6780447959899902, 'epoch': 0.49}
{'loss': 0.2366, 'grad_norm': 122.5, 'learning_rate': 6.114664582723966e-05, 'rewards/chosen': -38.81451416015625, 'rewards/rejected': -42.97209548950195, 'rewards/accuracies': 0.75, 'rewards/margins': 4.1575822830200195, 'logps/chosen': -467.5022277832031, 'logps/rejected': -522.2258911132812, 'logits/chosen': -1.6943905353546143, 'logits/rejected': -1.6111390590667725, 'epoch': 0.49}
{'loss': 0.2548, 'grad_norm': 30.5, 'learning_rate': 6.100241032328124e-05, 'rewards/chosen': -39.43229675292969, 'rewards/rejected': -43.74098205566406, 'rewards/accuracies': 0.75, 'rewards/margins': 4.308683395385742, 'logps/chosen': -466.1484069824219, 'logps/rejected': -535.432373046875, 'logits/chosen': -1.5395162105560303, 'logits/rejected': -1.6168073415756226, 'epoch': 0.49}
{'loss': 0.0211, 'grad_norm': 4.21875, 'learning_rate': 6.085807853884595e-05, 'rewards/chosen': -22.162893295288086, 'rewards/rejected': -26.501956939697266, 'rewards/accuracies': 1.0, 'rewards/margins': 4.339062213897705, 'logps/chosen': -287.2894287109375, 'logps/rejected': -356.75823974609375, 'logits/chosen': -1.3468365669250488, 'logits/rejected': -1.4745440483093262, 'epoch': 0.49}
{'loss': 1.8027, 'grad_norm': 219.0, 'learning_rate': 6.0713651736960034e-05, 'rewards/chosen': -33.435386657714844, 'rewards/rejected': -34.712894439697266, 'rewards/accuracies': 0.25, 'rewards/margins': 1.2775077819824219, 'logps/chosen': -411.51214599609375, 'logps/rejected': -413.67816162109375, 'logits/chosen': -1.441809892654419, 'logits/rejected': -1.5870435237884521, 'epoch': 0.49}
{'loss': 0.122, 'grad_norm': 16.75, 'learning_rate': 6.056913118148122e-05, 'rewards/chosen': -27.27157974243164, 'rewards/rejected': -31.913127899169922, 'rewards/accuracies': 1.0, 'rewards/margins': 4.6415486335754395, 'logps/chosen': -335.8503723144531, 'logps/rejected': -394.0982666015625, 'logits/chosen': -1.2392055988311768, 'logits/rejected': -1.1512653827667236, 'epoch': 0.49}
{'loss': 3.6718, 'grad_norm': 149.0, 'learning_rate': 6.0424518137087674e-05, 'rewards/chosen': -34.76864242553711, 'rewards/rejected': -32.06143569946289, 'rewards/accuracies': 0.25, 'rewards/margins': -2.707209587097168, 'logps/chosen': -433.5472412109375, 'logps/rejected': -391.1532897949219, 'logits/chosen': -1.031123161315918, 'logits/rejected': -0.9887053966522217, 'epoch': 0.49}
{'loss': 4.1279, 'grad_norm': 136.0, 'learning_rate': 6.0279813869266885e-05, 'rewards/chosen': -36.801727294921875, 'rewards/rejected': -34.532127380371094, 'rewards/accuracies': 0.5, 'rewards/margins': -2.2695984840393066, 'logps/chosen': -427.54473876953125, 'logps/rejected': -395.4490966796875, 'logits/chosen': -1.3313686847686768, 'logits/rejected': -1.1783809661865234, 'epoch': 0.49}
{'loss': 0.0266, 'grad_norm': 8.9375, 'learning_rate': 6.013501964430468e-05, 'rewards/chosen': -31.924785614013672, 'rewards/rejected': -45.08616256713867, 'rewards/accuracies': 1.0, 'rewards/margins': 13.161378860473633, 'logps/chosen': -408.3125305175781, 'logps/rejected': -557.574951171875, 'logits/chosen': -1.2174216508865356, 'logits/rejected': -1.5606609582901, 'epoch': 0.49}
{'loss': 1.2565, 'grad_norm': 106.5, 'learning_rate': 5.999013672927405e-05, 'rewards/chosen': -26.053302764892578, 'rewards/rejected': -32.984832763671875, 'rewards/accuracies': 0.5, 'rewards/margins': 6.931528091430664, 'logps/chosen': -342.88665771484375, 'logps/rejected': -421.302734375, 'logits/chosen': -1.6483160257339478, 'logits/rejected': -1.5915985107421875, 'epoch': 0.49}
{'loss': 0.5033, 'grad_norm': 396.0, 'learning_rate': 5.9845166392024074e-05, 'rewards/chosen': -38.83255386352539, 'rewards/rejected': -41.72816467285156, 'rewards/accuracies': 0.75, 'rewards/margins': 2.8956093788146973, 'logps/chosen': -473.3260498046875, 'logps/rejected': -521.2987060546875, 'logits/chosen': -1.5794999599456787, 'logits/rejected': -1.579162359237671, 'epoch': 0.49}
{'loss': 0.5478, 'grad_norm': 35.75, 'learning_rate': 5.970010990116892e-05, 'rewards/chosen': -23.70950698852539, 'rewards/rejected': -27.751220703125, 'rewards/accuracies': 0.75, 'rewards/margins': 4.041715145111084, 'logps/chosen': -292.6781921386719, 'logps/rejected': -336.3489685058594, 'logits/chosen': -1.5872999429702759, 'logits/rejected': -1.5876044034957886, 'epoch': 0.5}
{'loss': 1.7003, 'grad_norm': 77.5, 'learning_rate': 5.955496852607661e-05, 'rewards/chosen': -27.324607849121094, 'rewards/rejected': -26.686172485351562, 'rewards/accuracies': 0.5, 'rewards/margins': -0.6384329795837402, 'logps/chosen': -347.8358459472656, 'logps/rejected': -347.0016174316406, 'logits/chosen': -1.6377314329147339, 'logits/rejected': -1.6535147428512573, 'epoch': 0.5}
{'loss': 0.1903, 'grad_norm': 30.125, 'learning_rate': 5.940974353685804e-05, 'rewards/chosen': -23.066062927246094, 'rewards/rejected': -31.862598419189453, 'rewards/accuracies': 1.0, 'rewards/margins': 8.79653263092041, 'logps/chosen': -296.5078125, 'logps/rejected': -393.81292724609375, 'logits/chosen': -1.519485354423523, 'logits/rejected': -1.7228543758392334, 'epoch': 0.5}
{'loss': 2.1791, 'grad_norm': 187.0, 'learning_rate': 5.9264436204355724e-05, 'rewards/chosen': -27.847007751464844, 'rewards/rejected': -26.602094650268555, 'rewards/accuracies': 0.5, 'rewards/margins': -1.24491548538208, 'logps/chosen': -367.2231140136719, 'logps/rejected': -355.9337158203125, 'logits/chosen': -1.4285211563110352, 'logits/rejected': -1.4568454027175903, 'epoch': 0.5}
{'loss': 0.9657, 'grad_norm': 80.5, 'learning_rate': 5.911904780013279e-05, 'rewards/chosen': -29.888526916503906, 'rewards/rejected': -39.890010833740234, 'rewards/accuracies': 0.75, 'rewards/margins': 10.001480102539062, 'logps/chosen': -386.90728759765625, 'logps/rejected': -495.8314208984375, 'logits/chosen': -1.217482089996338, 'logits/rejected': -1.395888090133667, 'epoch': 0.5}
{'loss': 1.1346, 'grad_norm': 109.5, 'learning_rate': 5.8973579596461834e-05, 'rewards/chosen': -28.746191024780273, 'rewards/rejected': -31.807052612304688, 'rewards/accuracies': 0.5, 'rewards/margins': 3.060861110687256, 'logps/chosen': -351.819091796875, 'logps/rejected': -391.2864685058594, 'logits/chosen': -1.4787490367889404, 'logits/rejected': -1.6069155931472778, 'epoch': 0.5}
{'loss': 0.5946, 'grad_norm': 73.0, 'learning_rate': 5.882803286631372e-05, 'rewards/chosen': -22.73293113708496, 'rewards/rejected': -24.442245483398438, 'rewards/accuracies': 0.5, 'rewards/margins': 1.7093157768249512, 'logps/chosen': -301.4130859375, 'logps/rejected': -325.9389343261719, 'logits/chosen': -1.5469774007797241, 'logits/rejected': -1.5612835884094238, 'epoch': 0.5}
{'loss': 5.1172, 'grad_norm': 105.0, 'learning_rate': 5.868240888334653e-05, 'rewards/chosen': -27.51732635498047, 'rewards/rejected': -23.71881103515625, 'rewards/accuracies': 0.25, 'rewards/margins': -3.7985148429870605, 'logps/chosen': -348.98016357421875, 'logps/rejected': -316.9932861328125, 'logits/chosen': -1.5591386556625366, 'logits/rejected': -1.5906751155853271, 'epoch': 0.5}
{'loss': 4.4232, 'grad_norm': 141.0, 'learning_rate': 5.853670892189432e-05, 'rewards/chosen': -38.86722946166992, 'rewards/rejected': -35.972930908203125, 'rewards/accuracies': 0.5, 'rewards/margins': -2.894298553466797, 'logps/chosen': -486.3955078125, 'logps/rejected': -446.46514892578125, 'logits/chosen': -1.4139546155929565, 'logits/rejected': -1.3863112926483154, 'epoch': 0.5}
{'loss': 1.3602, 'grad_norm': 338.0, 'learning_rate': 5.839093425695609e-05, 'rewards/chosen': -20.81120491027832, 'rewards/rejected': -21.393646240234375, 'rewards/accuracies': 0.5, 'rewards/margins': 0.5824413299560547, 'logps/chosen': -288.0152893066406, 'logps/rejected': -291.12481689453125, 'logits/chosen': -1.6187583208084106, 'logits/rejected': -1.5280894041061401, 'epoch': 0.5}
{'loss': 0.0728, 'grad_norm': 15.1875, 'learning_rate': 5.824508616418449e-05, 'rewards/chosen': -18.14081573486328, 'rewards/rejected': -32.30087661743164, 'rewards/accuracies': 1.0, 'rewards/margins': 14.160062789916992, 'logps/chosen': -247.90240478515625, 'logps/rejected': -425.88311767578125, 'logits/chosen': -1.3371820449829102, 'logits/rejected': -1.8086544275283813, 'epoch': 0.5}
{'loss': 2.2416, 'grad_norm': 143.0, 'learning_rate': 5.8099165919874784e-05, 'rewards/chosen': -27.766128540039062, 'rewards/rejected': -27.38833236694336, 'rewards/accuracies': 0.75, 'rewards/margins': -0.3777964115142822, 'logps/chosen': -354.9244079589844, 'logps/rejected': -357.97125244140625, 'logits/chosen': -1.541791319847107, 'logits/rejected': -1.522101640701294, 'epoch': 0.5}
{'loss': 0.3652, 'grad_norm': 48.75, 'learning_rate': 5.7953174800953604e-05, 'rewards/chosen': -20.121889114379883, 'rewards/rejected': -21.34232521057129, 'rewards/accuracies': 0.75, 'rewards/margins': 1.2204344272613525, 'logps/chosen': -265.77545166015625, 'logps/rejected': -283.73541259765625, 'logits/chosen': -1.4487414360046387, 'logits/rejected': -1.4909957647323608, 'epoch': 0.51}
{'loss': 1.1566, 'grad_norm': 95.0, 'learning_rate': 5.7807114084967775e-05, 'rewards/chosen': -26.245197296142578, 'rewards/rejected': -27.720355987548828, 'rewards/accuracies': 0.5, 'rewards/margins': 1.4751574993133545, 'logps/chosen': -352.3082580566406, 'logps/rejected': -372.7605285644531, 'logits/chosen': -1.728409767150879, 'logits/rejected': -1.5847280025482178, 'epoch': 0.51}
{'loss': 1.1223, 'grad_norm': 71.5, 'learning_rate': 5.766098505007318e-05, 'rewards/chosen': -19.0418701171875, 'rewards/rejected': -23.157920837402344, 'rewards/accuracies': 0.75, 'rewards/margins': 4.11605167388916, 'logps/chosen': -269.0840759277344, 'logps/rejected': -323.4141845703125, 'logits/chosen': -1.7278645038604736, 'logits/rejected': -1.7372914552688599, 'epoch': 0.51}
{'loss': 1.5333, 'grad_norm': 136.0, 'learning_rate': 5.751478897502352e-05, 'rewards/chosen': -16.583383560180664, 'rewards/rejected': -18.96525001525879, 'rewards/accuracies': 0.25, 'rewards/margins': 2.3818657398223877, 'logps/chosen': -226.27830505371094, 'logps/rejected': -258.3980712890625, 'logits/chosen': -1.259359359741211, 'logits/rejected': -1.3478004932403564, 'epoch': 0.51}
{'loss': 0.6367, 'grad_norm': 59.5, 'learning_rate': 5.736852713915921e-05, 'rewards/chosen': -27.82273292541504, 'rewards/rejected': -28.850826263427734, 'rewards/accuracies': 0.75, 'rewards/margins': 1.0280940532684326, 'logps/chosen': -360.7251892089844, 'logps/rejected': -373.47552490234375, 'logits/chosen': -1.8732837438583374, 'logits/rejected': -1.8807085752487183, 'epoch': 0.51}
{'loss': 3.7377, 'grad_norm': 139.0, 'learning_rate': 5.7222200822396075e-05, 'rewards/chosen': -28.714637756347656, 'rewards/rejected': -25.589580535888672, 'rewards/accuracies': 0.25, 'rewards/margins': -3.125059127807617, 'logps/chosen': -362.4983215332031, 'logps/rejected': -345.73773193359375, 'logits/chosen': -1.7837423086166382, 'logits/rejected': -1.790494441986084, 'epoch': 0.51}
{'loss': 0.9435, 'grad_norm': 89.0, 'learning_rate': 5.7075811305214245e-05, 'rewards/chosen': -25.40625, 'rewards/rejected': -25.806886672973633, 'rewards/accuracies': 0.25, 'rewards/margins': 0.4006381034851074, 'logps/chosen': -339.305419921875, 'logps/rejected': -347.16290283203125, 'logits/chosen': -1.9071221351623535, 'logits/rejected': -1.7727253437042236, 'epoch': 0.51}
{'loss': 0.0064, 'grad_norm': 1.9296875, 'learning_rate': 5.692935986864685e-05, 'rewards/chosen': -18.180994033813477, 'rewards/rejected': -27.575515747070312, 'rewards/accuracies': 1.0, 'rewards/margins': 9.394521713256836, 'logps/chosen': -241.11074829101562, 'logps/rejected': -325.9214782714844, 'logits/chosen': -1.7474602460861206, 'logits/rejected': -1.7215389013290405, 'epoch': 0.51}
{'loss': 3.9644, 'grad_norm': 162.0, 'learning_rate': 5.678284779426891e-05, 'rewards/chosen': -24.84016990661621, 'rewards/rejected': -21.365097045898438, 'rewards/accuracies': 0.25, 'rewards/margins': -3.475071430206299, 'logps/chosen': -337.8871765136719, 'logps/rejected': -293.2228088378906, 'logits/chosen': -1.607713222503662, 'logits/rejected': -1.6259559392929077, 'epoch': 0.51}
{'loss': 0.8908, 'grad_norm': 182.0, 'learning_rate': 5.6636276364186105e-05, 'rewards/chosen': -18.435731887817383, 'rewards/rejected': -21.520994186401367, 'rewards/accuracies': 0.75, 'rewards/margins': 3.085261344909668, 'logps/chosen': -255.0467529296875, 'logps/rejected': -291.4882507324219, 'logits/chosen': -1.1837314367294312, 'logits/rejected': -1.2628588676452637, 'epoch': 0.51}
{'loss': 0.7559, 'grad_norm': 41.75, 'learning_rate': 5.648964686102346e-05, 'rewards/chosen': -18.474323272705078, 'rewards/rejected': -19.121509552001953, 'rewards/accuracies': 0.5, 'rewards/margins': 0.6471843719482422, 'logps/chosen': -251.13876342773438, 'logps/rejected': -263.26416015625, 'logits/chosen': -1.5289390087127686, 'logits/rejected': -1.5056719779968262, 'epoch': 0.51}
{'loss': 0.6749, 'grad_norm': 62.75, 'learning_rate': 5.6342960567914235e-05, 'rewards/chosen': -16.896976470947266, 'rewards/rejected': -18.577882766723633, 'rewards/accuracies': 0.5, 'rewards/margins': 1.6809053421020508, 'logps/chosen': -229.10711669921875, 'logps/rejected': -254.32843017578125, 'logits/chosen': -1.4208835363388062, 'logits/rejected': -1.3417479991912842, 'epoch': 0.52}
{'loss': 0.0878, 'grad_norm': 19.5, 'learning_rate': 5.619621876848864e-05, 'rewards/chosen': -27.094322204589844, 'rewards/rejected': -33.12389373779297, 'rewards/accuracies': 1.0, 'rewards/margins': 6.029573917388916, 'logps/chosen': -361.8829345703125, 'logps/rejected': -404.6249084472656, 'logits/chosen': -1.4560271501541138, 'logits/rejected': -1.4435824155807495, 'epoch': 0.52}
{'loss': 4.1077, 'grad_norm': 288.0, 'learning_rate': 5.60494227468626e-05, 'rewards/chosen': -23.016695022583008, 'rewards/rejected': -19.94463539123535, 'rewards/accuracies': 0.5, 'rewards/margins': -3.0720598697662354, 'logps/chosen': -291.6362609863281, 'logps/rejected': -263.2901611328125, 'logits/chosen': -1.2710050344467163, 'logits/rejected': -1.2329050302505493, 'epoch': 0.52}
{'loss': 0.2277, 'grad_norm': 13.0, 'learning_rate': 5.5902573787626544e-05, 'rewards/chosen': -22.567277908325195, 'rewards/rejected': -29.559179306030273, 'rewards/accuracies': 0.75, 'rewards/margins': 6.9918999671936035, 'logps/chosen': -281.0099182128906, 'logps/rejected': -349.30615234375, 'logits/chosen': -1.2439254522323608, 'logits/rejected': -1.2583695650100708, 'epoch': 0.52}
